Date,Open,High,Low,Close,Volume,Adj Close
2000-06-23,10376.47,10555.37,10283.13,10404.75,847600000,10404.75
2000-06-22,10495.97,10596.73,10256.97,10376.12,1022700000,10376.12
2000-06-21,10446.83,10607.69,10312.48,10497.74,1009600000,10497.74
2000-06-20,10558.90,10632.09,10318.84,10435.16,1031500000,10435.16
2000-06-19,10448.40,10733.56,10322.02,10557.84,921700000,10557.84
2000-06-16,10717.76,10784.47,10393.44,10449.30,1250800000,10449.30
2000-06-15,10689.63,10889.48,10552.89,10714.82,1011400000,10714.82
2000-06-14,10632.46,10860.84,10542.99,10687.95,929700000,10687.95
2000-06-13,10562.31,10751.86,10395.56,10621.84,935900000,10621.84
2000-06-12,10615.12,10757.60,10476.88,10564.21,774100000,10564.21
2000-06-09,10678.47,10848.38,10515.52,10614.06,786000000,10614.06
2000-06-08,10818.78,10887.72,10524.92,10668.72,854300000,10668.72
2000-06-07,10733.48,10974.07,10588.64,10812.86,854600000,10812.86
2000-06-06,10822.61,10916.97,10592.82,10735.57,950100000,10735.57
2000-06-05,10793.11,10951.79,10629.03,10815.30,838600000,10815.30
2000-06-02,10660.09,11013.05,10600.46,10794.76,1162400000,10794.76
2000-06-01,10532.27,10780.37,10422.95,10652.20,960100000,10652.20
2000-05-31,10528.28,10692.73,10377.37,10522.33,960500000,10522.33
2000-05-30,10302.31,10596.00,10287.94,10527.13,844200000,10527.13
2000-05-26,10322.89,10487.72,10163.20,10299.24,722600000,10299.24
2000-05-25,10529.87,10644.32,10207.75,10323.92,984500000,10323.92
2000-05-24,10420.90,10679.53,10240.99,10535.35,1152300000,10535.35
2000-05-23,10539.12,10671.74,10325.63,10422.27,869900000,10422.27
2000-05-22,10624.79,10718.00,10308.15,10542.55,869000000,10542.55
2000-05-19,10764.22,10821.83,10468.18,10626.85,853700000,10626.85
2000-05-18,10771.80,10938.34,10669.00,10777.28,807900000,10777.28
2000-05-17,10930.64,10947.25,10648.78,10769.74,820500000,10769.74
2000-05-16,10816.01,11086.72,10723.48,10934.57,955500000,10934.57
2000-05-15,10606.97,10902.36,10509.31,10807.78,854600000,10807.78
2000-05-12,10549.06,10780.37,10444.54,10609.37,858200000,10609.37
2000-05-11,10369.27,10676.88,10315.69,10545.97,953600000,10545.97
2000-05-10,10533.09,10649.95,10169.77,10367.78,1006400000,10367.78
2000-05-09,10607.54,10765.75,10435.96,10536.75,896600000,10536.75
2000-05-08,10571.31,10744.22,10400.40,10603.63,787600000,10603.63
2000-05-05,10409.70,10688.61,10312.91,10577.86,805500000,10577.86
2000-05-04,10478.89,10631.53,10293.05,10412.49,925800000,10412.49
2000-05-03,10732.21,10754.39,10345.17,10480.13,991600000,10480.13
2000-05-02,10805.58,10932.47,10580.65,10731.12,1011500000,10731.12
2000-05-01,10749.42,11001.34,10622.22,10811.78,966300000,10811.78
2000-04-28,10892.76,11005.07,10632.46,10733.91,984600000,10733.91
2000-04-27,10941.91,11024.61,10650.14,10888.10,1111000000,10888.10
2000-04-26,11127.92,11246.75,10816.44,10945.50,999600000,10945.50
2000-04-25,10916.65,11265.67,10764.62,11124.82,1071100000,11124.82
2000-04-24,10822.33,11060.29,10579.10,10906.10,868700000,10906.10
2000-04-20,10668.19,10941.47,10582.51,10844.05,896200000,10844.05
2000-04-19,10748.97,10909.20,10503.40,10674.96,1001400000,10674.96
2000-04-18,10584.02,10941.78,10424.90,10767.42,1109400000,10767.42
2000-04-17,10303.29,10721.50,10128.62,10582.51,1204700000,10582.51
2000-04-14,10922.85,10922.85,10173.92,10305.77,1279700000,10305.77
2000-04-13,11132.58,11290.80,10806.51,10923.55,1032000000,10923.55
2000-04-12,11283.05,11600.43,11026.47,11125.13,1175900000,11125.13
2000-04-11,11180.98,11459.58,11024.22,11287.08,971400000,11287.08
2000-04-10,11114.89,11404.35,10955.43,11186.56,853700000,11186.56
2000-04-07,11122.03,11317.79,10932.78,11111.48,891600000,11111.48
2000-04-06,11029.56,11303.83,10921.07,11114.27,1008000000,11114.27
2000-04-05,11163.29,11326.79,10894.00,11033.92,1110300000,11033.92
2000-04-04,11225.34,11531.24,10682.72,11164.84,1515460000,11164.84
2000-04-03,10863.28,11344.17,10821.71,11221.93,1021700000,11221.93
2000-03-31,10993.28,11244.58,10801.23,10921.92,1227400000,10921.92
2000-03-30,11008.17,11258.23,10796.58,10980.25,1193400000,10980.25
2000-03-29,10939.05,11214.48,10792.24,11018.72,1061900000,11018.72
2000-03-28,11023.68,11192.76,10804.65,10936.11,959100000,10936.11
2000-03-27,11093.25,11274.98,10881.90,11025.85,901000000,11025.85
2000-03-24,11107.45,11311.28,10901.44,11112.72,1052200000,11112.72
2000-03-23,10884.38,11224.72,10737.63,11119.86,1078300000,11119.86
2000-03-22,10916.96,11054.71,10671.86,10866.70,1075000000,10866.70
2000-03-21,10680.24,11012.20,10515.50,10907.34,1065900000,10907.34
2000-03-20,10594.75,10866.08,10456.86,10680.24,920800000,10680.24
2000-03-17,10629.98,10849.32,10399.15,10595.23,1295100000,10595.23
2000-03-16,10139.58,10716.23,10139.58,10630.60,1482300000,10630.60
2000-03-15,9808.15,10294.60,9676.90,10131.41,1302800000,10131.41
2000-03-14,9957.67,10149.41,9747.33,9811.24,1094000000,9811.24
2000-03-13,9911.22,10111.25,9670.07,9947.13,1016100000,9947.13
2000-03-10,10008.55,10211.77,9792.93,9928.82,1138800000,9928.82
2000-03-09,9855.29,10097.28,9667.28,10010.73,1123000000,10010.73
2000-03-08,9800.69,10037.41,9611.75,9856.53,1203000000,9856.53
2000-03-07,10197.61,10208.66,9651.77,9796.03,1314100000,9796.03
2000-03-06,10358.96,10518.91,10038.65,10170.50,1029000000,10170.50
2000-03-03,10171.12,10581.89,10148.16,10367.20,1150300000,10367.20
2000-03-02,10135.44,10361.61,9986.53,10164.92,1198600000,10164.92
2000-03-01,10128.11,10355.72,9935.96,10137.93,1274100000,10137.93
2000-02-29,10039.58,10332.14,9926.65,10128.31,1204300000,10128.31
2000-02-28,9854.66,10228.52,9760.36,10038.65,1026500000,10038.65
2000-02-25,10090.77,10196.02,9767.80,9862.12,1065200000,9862.12
2000-02-24,10242.48,10321.90,9877.94,10092.63,1215000000,10092.63
2000-02-23,10294.82,10443.21,10077.74,10225.73,993700000,10225.73
2000-02-22,10219.83,10446.62,10011.66,10304.84,980000000,10304.84
2000-02-18,10514.57,10562.34,10129.24,10219.52,1042300000,10219.52
2000-02-17,10565.76,10768.66,10348.66,10514.57,1034800000,10514.57
2000-02-16,10711.82,10831.64,10468.65,10561.41,1018800000,10561.41
2000-02-15,10520.15,10821.09,10377.44,10718.09,1092100000,10718.09
2000-02-14,10431.65,10674.96,10327.56,10519.84,927300000,10519.84
2000-02-11,10638.64,10763.38,10301.12,10425.21,1025700000,10425.21
2000-02-10,10697.92,10853.67,10491.30,10643.63,1058800000,10643.63
2000-02-09,10948.82,11016.54,10647.97,10699.16,1050500000,10699.16
2000-02-08,10904.26,11139.40,10826.67,10957.60,1047700000,10957.60
2000-02-07,10965.97,11097.52,10732.67,10905.79,918100000,10905.79
2000-02-04,11014.37,11200.83,10847.54,10963.80,1045100000,10963.80
2000-02-03,11010.48,11207.97,10799.68,11013.44,1146500000,11013.44
2000-02-02,11037.64,11228.44,10876.00,11003.20,1038600000,11003.20
2000-02-01,10937.74,11187.18,10798.44,11041.05,981000000,11041.05
2000-01-31,10735.77,11059.67,10610.43,10940.53,993800000,10940.53
2000-01-28,11024.92,11115.20,10649.21,10738.87,1095800000,10738.87
2000-01-27,11035.55,11274.36,10818.30,11028.02,1129500000,11028.02
2000-01-26,11025.85,11280.87,10870.73,11032.99,1117300000,11032.99
2000-01-25,11010.96,11228.75,10779.83,11029.89,1073700000,11029.89
2000-01-24,11251.94,11501.15,10849.01,11008.17,1115800000,11008.17
2000-01-21,11356.26,11513.87,11113.65,11251.71,1209800000,11251.71
2000-01-20,11490.29,11654.72,11194.32,11351.30,1100700000,11351.30
2000-01-19,11535.24,11710.57,11320.28,11489.36,1087800000,11489.36
2000-01-18,11719.19,11834.67,11397.22,11560.72,1056700000,11560.72
2000-01-14,11619.35,11908.50,11506.42,11722.98,1085900000,11722.98
2000-01-13,11558.24,11761.14,11421.42,11582.43,1030400000,11582.43
2000-01-12,11506.73,11751.83,11385.74,11551.10,974600000,11551.10
2000-01-11,11568.47,11748.11,11398.30,11511.08,1014000000,11511.08
2000-01-10,11532.48,11765.17,11427.00,11572.20,1064800000,11572.20
2000-01-07,11247.06,11655.65,11168.26,11522.56,1225200000,11522.56
2000-01-06,11113.37,11447.79,10963.18,11253.26,1092300000,11253.26
2000-01-05,10989.37,11337.65,10862.66,11122.65,1085500000,11122.65
2000-01-04,11349.75,11358.44,10907.03,10997.93,1009000000,10997.93
2000-01-03,11501.85,11641.07,11180.98,11357.51,931800000,11357.51
