emailDate,hour,value,,day
24/04/2001,2,53,24/04/2001,
24/04/2001,3,56,24/04/2001,
24/04/2001,4,44,24/04/2001,
24/04/2001,5,30,24/04/2001,
24/04/2001,6,40,24/04/2001,
24/04/2001,7,66,24/04/2001,
24/04/2001,8,56,24/04/2001,
24/04/2001,9,53,24/04/2001,
24/04/2001,10,93,24/04/2001,
24/04/2001,11,42,24/04/2001,
24/04/2001,12,26,24/04/2001,
24/04/2001,13,30,24/04/2001,
24/04/2001,14,30,24/04/2001,
24/04/2001,15,28,24/04/2001,
24/04/2001,16,61,24/04/2001,
24/04/2001,17,15,24/04/2001,
24/04/2001,18,16,24/04/2001,
24/04/2001,19,8,24/04/2001,
24/04/2001,20,44,24/04/2001,
24/04/2001,21,13,24/04/2001,
24/04/2001,22,7,24/04/2001,
24/04/2001,23,13,24/04/2001,
25/04/2001,0,27,25/04/2001,
25/04/2001,1,34,25/04/2001,
25/04/2001,2,50,25/04/2001,
25/04/2001,3,38,25/04/2001,
25/04/2001,4,44,25/04/2001,
25/04/2001,5,59,25/04/2001,
25/04/2001,6,55,25/04/2001,
25/04/2001,7,48,25/04/2001,
25/04/2001,8,46,25/04/2001,
25/04/2001,9,78,25/04/2001,
25/04/2001,10,46,25/04/2001,
25/04/2001,11,50,25/04/2001,
25/04/2001,12,37,25/04/2001,
25/04/2001,13,19,25/04/2001,
25/04/2001,14,15,25/04/2001,
25/04/2001,15,43,25/04/2001,
25/04/2001,16,23,25/04/2001,
25/04/2001,17,15,25/04/2001,
25/04/2001,18,17,25/04/2001,
25/04/2001,19,10,25/04/2001,
25/04/2001,20,24,25/04/2001,
25/04/2001,21,12,25/04/2001,
25/04/2001,22,9,25/04/2001,
25/04/2001,23,5,25/04/2001,
26/04/2001,0,15,26/04/2001,
26/04/2001,1,38,26/04/2001,
26/04/2001,2,21,26/04/2001,
26/04/2001,3,38,26/04/2001,
26/04/2001,4,33,26/04/2001,
26/04/2001,5,17,26/04/2001,
26/04/2001,6,25,26/04/2001,
26/04/2001,7,40,26/04/2001,
26/04/2001,8,60,26/04/2001,
26/04/2001,9,53,26/04/2001,
26/04/2001,10,49,26/04/2001,
26/04/2001,11,42,26/04/2001,
26/04/2001,12,17,26/04/2001,
26/04/2001,13,28,26/04/2001,
26/04/2001,14,27,26/04/2001,
26/04/2001,15,13,26/04/2001,
26/04/2001,16,26,26/04/2001,
26/04/2001,17,10,26/04/2001,
26/04/2001,18,20,26/04/2001,
26/04/2001,19,14,26/04/2001,
26/04/2001,20,12,26/04/2001,
26/04/2001,21,8,26/04/2001,
26/04/2001,22,5,26/04/2001,
26/04/2001,23,8,26/04/2001,
27/04/2001,0,14,27/04/2001,
27/04/2001,1,33,27/04/2001,
27/04/2001,2,42,27/04/2001,
27/04/2001,3,59,27/04/2001,
27/04/2001,4,48,27/04/2001,
27/04/2001,5,29,27/04/2001,
27/04/2001,6,41,27/04/2001,
27/04/2001,7,57,27/04/2001,
27/04/2001,8,44,27/04/2001,
27/04/2001,9,72,27/04/2001,
27/04/2001,10,39,27/04/2001,
27/04/2001,11,44,27/04/2001,
27/04/2001,12,25,27/04/2001,
27/04/2001,13,34,27/04/2001,
27/04/2001,14,29,27/04/2001,
27/04/2001,15,15,27/04/2001,
27/04/2001,16,7,27/04/2001,
27/04/2001,17,5,27/04/2001,
27/04/2001,18,10,27/04/2001,
27/04/2001,19,14,27/04/2001,
27/04/2001,20,11,27/04/2001,
27/04/2001,21,18,27/04/2001,
27/04/2001,22,3,27/04/2001,
27/04/2001,23,3,27/04/2001,
28/04/2001,0,2,28/04/2001,
28/04/2001,1,3,28/04/2001,
28/04/2001,2,6,28/04/2001,
28/04/2001,3,4,28/04/2001,
28/04/2001,4,8,28/04/2001,
28/04/2001,5,9,28/04/2001,
28/04/2001,6,13,28/04/2001,
28/04/2001,7,4,28/04/2001,
28/04/2001,8,2,28/04/2001,
28/04/2001,9,3,28/04/2001,
28/04/2001,10,3,28/04/2001,
28/04/2001,11,4,28/04/2001,
28/04/2001,12,2,28/04/2001,
28/04/2001,13,4,28/04/2001,
28/04/2001,14,7,28/04/2001,
28/04/2001,15,2,28/04/2001,
28/04/2001,16,2,28/04/2001,
28/04/2001,18,3,28/04/2001,
28/04/2001,19,3,28/04/2001,
28/04/2001,20,4,28/04/2001,
28/04/2001,21,2,28/04/2001,
28/04/2001,22,2,28/04/2001,
28/04/2001,23,2,28/04/2001,
29/04/2001,0,2,29/04/2001,
29/04/2001,1,5,29/04/2001,
29/04/2001,2,5,29/04/2001,
29/04/2001,3,4,29/04/2001,
29/04/2001,4,7,29/04/2001,
29/04/2001,5,9,29/04/2001,
29/04/2001,6,8,29/04/2001,
29/04/2001,7,5,29/04/2001,
29/04/2001,8,3,29/04/2001,
29/04/2001,9,2,29/04/2001,
29/04/2001,10,21,29/04/2001,
29/04/2001,11,3,29/04/2001,
29/04/2001,12,6,29/04/2001,
29/04/2001,13,10,29/04/2001,
29/04/2001,14,3,29/04/2001,
29/04/2001,15,13,29/04/2001,
29/04/2001,16,6,29/04/2001,
29/04/2001,17,6,29/04/2001,
29/04/2001,18,4,29/04/2001,
29/04/2001,19,6,29/04/2001,
29/04/2001,20,10,29/04/2001,
29/04/2001,21,4,29/04/2001,
29/04/2001,22,9,29/04/2001,
29/04/2001,23,16,29/04/2001,
30/04/2001,0,25,30/04/2001,
30/04/2001,1,35,30/04/2001,
30/04/2001,2,37,30/04/2001,
30/04/2001,3,44,30/04/2001,
30/04/2001,4,44,30/04/2001,
30/04/2001,5,34,30/04/2001,
30/04/2001,6,41,30/04/2001,
30/04/2001,7,61,30/04/2001,
30/04/2001,8,33,30/04/2001,
30/04/2001,9,67,30/04/2001,
30/04/2001,10,63,30/04/2001,
30/04/2001,11,46,30/04/2001,
30/04/2001,12,32,30/04/2001,
30/04/2001,13,44,30/04/2001,
30/04/2001,14,20,30/04/2001,
30/04/2001,15,47,30/04/2001,
30/04/2001,16,23,30/04/2001,
30/04/2001,17,41,30/04/2001,
30/04/2001,18,15,30/04/2001,
30/04/2001,19,8,30/04/2001,
30/04/2001,20,18,30/04/2001,
30/04/2001,21,11,30/04/2001,
30/04/2001,22,12,30/04/2001,
30/04/2001,23,19,30/04/2001,
5/1/2001,0,27,Fri,5
5/1/2001,1,50,Fri,5
5/1/2001,2,40,Fri,5
5/1/2001,3,72,Fri,5
5/1/2001,4,56,Fri,5
5/1/2001,5,52,Fri,5
5/1/2001,6,50,Fri,5
5/1/2001,7,82,Fri,5
5/1/2001,8,42,Fri,5
5/1/2001,9,62,Fri,5
5/1/2001,10,54,Fri,5
5/1/2001,11,42,Fri,5
5/1/2001,12,20,Fri,5
5/1/2001,13,22,Fri,5
5/1/2001,14,23,Fri,5
5/1/2001,15,24,Fri,5
5/1/2001,16,7,Fri,5
5/1/2001,17,19,Fri,5
5/1/2001,18,18,Fri,5
5/1/2001,19,27,Fri,5
5/1/2001,20,19,Fri,5
5/1/2001,21,13,Fri,5
5/1/2001,22,5,Fri,5
5/1/2001,23,3,Fri,5
5/2/2001,0,18,Mon,1
5/2/2001,1,49,Mon,1
5/2/2001,2,49,Mon,1
5/2/2001,3,46,Mon,1
5/2/2001,4,26,Mon,1
5/2/2001,5,31,Mon,1
5/2/2001,6,26,Mon,1
5/2/2001,7,40,Mon,1
5/2/2001,8,52,Mon,1
5/2/2001,9,36,Mon,1
5/2/2001,10,34,Mon,1
5/2/2001,11,27,Mon,1
5/2/2001,12,34,Mon,1
5/2/2001,13,24,Mon,1
5/2/2001,14,29,Mon,1
5/2/2001,15,20,Mon,1
5/2/2001,16,21,Mon,1
5/2/2001,17,17,Mon,1
5/2/2001,18,28,Mon,1
5/2/2001,19,15,Mon,1
5/2/2001,20,18,Mon,1
5/2/2001,21,11,Mon,1
5/2/2001,22,6,Mon,1
5/2/2001,23,2,Mon,1
5/3/2001,0,5,Mon,1
5/3/2001,1,11,Mon,1
5/3/2001,2,23,Mon,1
5/3/2001,3,33,Mon,1
5/3/2001,4,22,Mon,1
5/3/2001,5,23,Mon,1
5/3/2001,6,28,Mon,1
5/3/2001,7,20,Mon,1
5/3/2001,8,35,Mon,1
5/3/2001,9,15,Mon,1
5/3/2001,10,15,Mon,1
5/3/2001,11,22,Mon,1
5/3/2001,12,22,Mon,1
5/3/2001,13,25,Mon,1
5/3/2001,14,13,Mon,1
5/3/2001,15,5,Mon,1
5/3/2001,16,7,Mon,1
5/3/2001,17,3,Mon,1
5/3/2001,18,11,Mon,1
5/3/2001,19,5,Mon,1
5/3/2001,20,7,Mon,1
5/3/2001,21,5,Mon,1
5/3/2001,22,2,Mon,1
5/3/2001,23,5,Mon,1
5/4/2001,0,15,Thu,4
5/4/2001,1,45,Thu,4
5/4/2001,2,38,Thu,4
5/4/2001,3,38,Thu,4
5/4/2001,4,13,Thu,4
5/4/2001,5,21,Thu,4
5/4/2001,6,31,Thu,4
5/4/2001,7,38,Thu,4
5/4/2001,8,38,Thu,4
5/4/2001,9,64,Thu,4
5/4/2001,10,43,Thu,4
5/4/2001,11,36,Thu,4
5/4/2001,12,40,Thu,4
5/4/2001,13,27,Thu,4
5/4/2001,14,20,Thu,4
5/4/2001,15,83,Thu,4
5/4/2001,16,8,Thu,4
5/4/2001,17,13,Thu,4
5/4/2001,18,6,Thu,4
5/4/2001,19,15,Thu,4
5/4/2001,20,8,Thu,4
5/4/2001,21,2,Thu,4
5/4/2001,22,1,Thu,4
5/4/2001,23,4,Thu,4
5/5/2001,0,1,Sat,6
5/5/2001,1,1,Sat,6
5/5/2001,2,5,Sat,6
5/5/2001,4,1,Sat,6
5/5/2001,5,5,Sat,6
5/5/2001,6,1,Sat,6
5/5/2001,8,1,Sat,6
5/5/2001,9,1,Sat,6
5/5/2001,11,2,Sat,6
5/5/2001,12,1,Sat,6
5/5/2001,14,1,Sat,6
5/5/2001,16,1,Sat,6
5/5/2001,17,1,Sat,6
5/5/2001,19,3,Sat,6
5/5/2001,21,1,Sat,6
5/5/2001,22,2,Sat,6
5/6/2001,1,1,Tue,2
5/6/2001,2,1,Tue,2
5/6/2001,3,8,Tue,2
5/6/2001,4,7,Tue,2
5/6/2001,5,2,Tue,2
5/6/2001,6,2,Tue,2
5/6/2001,7,4,Tue,2
5/6/2001,8,8,Tue,2
5/6/2001,9,3,Tue,2
5/6/2001,10,1,Tue,2
5/6/2001,11,12,Tue,2
5/6/2001,12,10,Tue,2
5/6/2001,13,2,Tue,2
5/6/2001,14,2,Tue,2
5/6/2001,15,1,Tue,2
5/6/2001,16,6,Tue,2
5/6/2001,17,6,Tue,2
5/6/2001,19,3,Tue,2
5/6/2001,21,6,Tue,2
5/6/2001,22,2,Tue,2
5/6/2001,23,6,Tue,2
5/7/2001,0,9,Thu,4
5/7/2001,1,20,Thu,4
5/7/2001,2,46,Thu,4
5/7/2001,3,47,Thu,4
5/7/2001,4,46,Thu,4
5/7/2001,5,45,Thu,4
5/7/2001,6,35,Thu,4
5/7/2001,7,47,Thu,4
5/7/2001,8,59,Thu,4
5/7/2001,9,58,Thu,4
5/7/2001,10,42,Thu,4
5/7/2001,11,33,Thu,4
5/7/2001,12,28,Thu,4
5/7/2001,13,30,Thu,4
5/7/2001,14,33,Thu,4
5/7/2001,15,52,Thu,4
5/7/2001,16,11,Thu,4
5/7/2001,17,14,Thu,4
5/7/2001,18,21,Thu,4
5/7/2001,19,18,Thu,4
5/7/2001,20,21,Thu,4
5/7/2001,21,7,Thu,4
5/7/2001,22,2,Thu,4
5/7/2001,23,4,Thu,4
5/8/2001,0,13,Sun,7
5/8/2001,1,35,Sun,7
5/8/2001,2,33,Sun,7
5/8/2001,3,48,Sun,7
5/8/2001,4,34,Sun,7
5/8/2001,5,36,Sun,7
5/8/2001,6,38,Sun,7
5/8/2001,7,37,Sun,7
5/8/2001,8,63,Sun,7
5/8/2001,9,49,Sun,7
5/8/2001,10,31,Sun,7
5/8/2001,11,44,Sun,7
5/8/2001,12,78,Sun,7
5/8/2001,13,33,Sun,7
5/8/2001,14,22,Sun,7
5/8/2001,15,19,Sun,7
5/8/2001,16,14,Sun,7
5/8/2001,17,58,Sun,7
5/8/2001,18,15,Sun,7
5/8/2001,19,11,Sun,7
5/8/2001,20,4,Sun,7
5/8/2001,21,6,Sun,7
5/8/2001,22,18,Sun,7
5/8/2001,23,3,Sun,7
5/9/2001,0,9,Wed,3
5/9/2001,1,22,Wed,3
5/9/2001,2,47,Wed,3
5/9/2001,3,44,Wed,3
5/9/2001,4,38,Wed,3
5/9/2001,5,30,Wed,3
5/9/2001,6,44,Wed,3
5/9/2001,7,41,Wed,3
5/9/2001,8,73,Wed,3
5/9/2001,9,63,Wed,3
5/9/2001,10,41,Wed,3
5/9/2001,11,44,Wed,3
5/9/2001,12,35,Wed,3
5/9/2001,13,31,Wed,3
5/9/2001,14,21,Wed,3
5/9/2001,15,21,Wed,3
5/9/2001,16,26,Wed,3
5/9/2001,17,12,Wed,3
5/9/2001,18,13,Wed,3
5/9/2001,19,11,Wed,3
5/9/2001,20,6,Wed,3
5/9/2001,21,9,Wed,3
5/9/2001,22,4,Wed,3
5/9/2001,23,5,Wed,3
5/10/2001,0,18,Fri,5
5/10/2001,1,24,Fri,5
5/10/2001,2,57,Fri,5
5/10/2001,3,42,Fri,5
5/10/2001,4,44,Fri,5
5/10/2001,5,39,Fri,5
5/10/2001,6,57,Fri,5
5/10/2001,7,70,Fri,5
5/10/2001,8,59,Fri,5
5/10/2001,9,41,Fri,5
5/10/2001,10,59,Fri,5
5/10/2001,11,61,Fri,5
5/10/2001,12,27,Fri,5
5/10/2001,13,31,Fri,5
5/10/2001,14,32,Fri,5
5/10/2001,15,25,Fri,5
5/10/2001,16,19,Fri,5
5/10/2001,17,38,Fri,5
5/10/2001,18,13,Fri,5
5/10/2001,19,10,Fri,5
5/10/2001,20,6,Fri,5
5/10/2001,21,7,Fri,5
5/10/2001,22,13,Fri,5
5/10/2001,23,8,Fri,5
5/11/2001,0,17,Mon,1
5/11/2001,1,33,Mon,1
5/11/2001,2,61,Mon,1
5/11/2001,3,68,Mon,1
5/11/2001,4,45,Mon,1
5/11/2001,5,45,Mon,1
5/11/2001,6,66,Mon,1
5/11/2001,7,62,Mon,1
5/11/2001,8,79,Mon,1
5/11/2001,9,41,Mon,1
5/11/2001,10,61,Mon,1
5/11/2001,11,33,Mon,1
5/11/2001,12,37,Mon,1
5/11/2001,13,30,Mon,1
5/11/2001,14,28,Mon,1
5/11/2001,15,27,Mon,1
5/11/2001,16,9,Mon,1
5/11/2001,17,13,Mon,1
5/11/2001,18,14,Mon,1
5/11/2001,19,13,Mon,1
5/11/2001,20,12,Mon,1
5/11/2001,21,1,Mon,1
5/11/2001,22,2,Mon,1
5/11/2001,23,1,Mon,1
5/12/2001,0,2,Wed,3
5/12/2001,1,1,Wed,3
5/12/2001,2,1,Wed,3
5/12/2001,3,3,Wed,3
5/12/2001,4,3,Wed,3
5/12/2001,5,1,Wed,3
5/12/2001,7,1,Wed,3
5/12/2001,11,5,Wed,3
5/12/2001,13,1,Wed,3
5/12/2001,14,1,Wed,3
5/12/2001,15,1,Wed,3
5/12/2001,16,2,Wed,3
5/12/2001,17,5,Wed,3
5/12/2001,21,2,Wed,3
13/05/2001,1,2,13/05/2001,
13/05/2001,3,1,13/05/2001,
13/05/2001,5,1,13/05/2001,
13/05/2001,6,2,13/05/2001,
13/05/2001,7,5,13/05/2001,
13/05/2001,8,16,13/05/2001,
13/05/2001,9,8,13/05/2001,
13/05/2001,10,4,13/05/2001,
13/05/2001,11,3,13/05/2001,
13/05/2001,12,54,13/05/2001,
13/05/2001,13,10,13/05/2001,
13/05/2001,15,3,13/05/2001,
13/05/2001,17,20,13/05/2001,
13/05/2001,18,10,13/05/2001,
13/05/2001,19,9,13/05/2001,
13/05/2001,20,4,13/05/2001,
13/05/2001,21,3,13/05/2001,
13/05/2001,22,13,13/05/2001,
13/05/2001,23,4,13/05/2001,
14/05/2001,0,24,14/05/2001,
14/05/2001,1,28,14/05/2001,
14/05/2001,2,66,14/05/2001,
14/05/2001,3,52,14/05/2001,
14/05/2001,4,50,14/05/2001,
14/05/2001,5,40,14/05/2001,
14/05/2001,6,77,14/05/2001,
14/05/2001,7,45,14/05/2001,
14/05/2001,8,66,14/05/2001,
14/05/2001,9,54,14/05/2001,
14/05/2001,10,69,14/05/2001,
14/05/2001,11,50,14/05/2001,
14/05/2001,12,39,14/05/2001,
14/05/2001,13,40,14/05/2001,
14/05/2001,14,27,14/05/2001,
14/05/2001,15,41,14/05/2001,
14/05/2001,16,39,14/05/2001,
14/05/2001,17,16,14/05/2001,
14/05/2001,18,14,14/05/2001,
14/05/2001,19,21,14/05/2001,
14/05/2001,20,19,14/05/2001,
14/05/2001,21,8,14/05/2001,
14/05/2001,22,1,14/05/2001,
14/05/2001,23,6,14/05/2001,
15/05/2001,0,25,15/05/2001,
15/05/2001,1,25,15/05/2001,
15/05/2001,2,48,15/05/2001,
15/05/2001,3,52,15/05/2001,
15/05/2001,4,43,15/05/2001,
15/05/2001,5,38,15/05/2001,
15/05/2001,6,49,15/05/2001,
15/05/2001,7,59,15/05/2001,
15/05/2001,8,55,15/05/2001,
15/05/2001,9,62,15/05/2001,
15/05/2001,10,76,15/05/2001,
15/05/2001,11,41,15/05/2001,
15/05/2001,12,50,15/05/2001,
15/05/2001,13,34,15/05/2001,
15/05/2001,14,26,15/05/2001,
15/05/2001,15,50,15/05/2001,
15/05/2001,16,23,15/05/2001,
15/05/2001,17,17,15/05/2001,
15/05/2001,18,19,15/05/2001,
15/05/2001,19,23,15/05/2001,
15/05/2001,20,21,15/05/2001,
15/05/2001,21,4,15/05/2001,
15/05/2001,22,5,15/05/2001,
15/05/2001,23,2,15/05/2001,
16/05/2001,0,16,16/05/2001,
16/05/2001,1,45,16/05/2001,
16/05/2001,2,42,16/05/2001,
16/05/2001,3,43,16/05/2001,
16/05/2001,4,29,16/05/2001,
16/05/2001,5,32,16/05/2001,
16/05/2001,6,63,16/05/2001,
16/05/2001,7,61,16/05/2001,
16/05/2001,8,66,16/05/2001,
16/05/2001,9,64,16/05/2001,
16/05/2001,10,55,16/05/2001,
16/05/2001,11,47,16/05/2001,
16/05/2001,12,37,16/05/2001,
16/05/2001,13,32,16/05/2001,
16/05/2001,14,24,16/05/2001,
16/05/2001,15,30,16/05/2001,
16/05/2001,16,20,16/05/2001,
16/05/2001,17,18,16/05/2001,
16/05/2001,18,5,16/05/2001,
16/05/2001,19,8,16/05/2001,
16/05/2001,20,15,16/05/2001,
16/05/2001,21,4,16/05/2001,
16/05/2001,22,11,16/05/2001,
16/05/2001,23,3,16/05/2001,
17/05/2001,0,21,17/05/2001,
17/05/2001,1,39,17/05/2001,
17/05/2001,2,39,17/05/2001,
17/05/2001,3,37,17/05/2001,
17/05/2001,4,43,17/05/2001,
17/05/2001,5,36,17/05/2001,
17/05/2001,6,45,17/05/2001,
17/05/2001,7,47,17/05/2001,
17/05/2001,8,54,17/05/2001,
17/05/2001,9,80,17/05/2001,
17/05/2001,10,33,17/05/2001,
17/05/2001,11,24,17/05/2001,
17/05/2001,12,31,17/05/2001,
17/05/2001,13,29,17/05/2001,
17/05/2001,14,39,17/05/2001,
17/05/2001,15,25,17/05/2001,
17/05/2001,16,35,17/05/2001,
17/05/2001,17,35,17/05/2001,
17/05/2001,18,11,17/05/2001,
17/05/2001,19,13,17/05/2001,
17/05/2001,20,18,17/05/2001,
17/05/2001,21,12,17/05/2001,
17/05/2001,22,3,17/05/2001,
17/05/2001,23,7,17/05/2001,
18/05/2001,0,16,18/05/2001,
18/05/2001,1,20,18/05/2001,
18/05/2001,2,30,18/05/2001,
18/05/2001,3,30,18/05/2001,
18/05/2001,4,32,18/05/2001,
18/05/2001,5,31,18/05/2001,
18/05/2001,6,31,18/05/2001,
18/05/2001,7,33,18/05/2001,
18/05/2001,8,47,18/05/2001,
18/05/2001,9,62,18/05/2001,
18/05/2001,10,48,18/05/2001,
18/05/2001,11,29,18/05/2001,
18/05/2001,12,15,18/05/2001,
18/05/2001,13,20,18/05/2001,
18/05/2001,14,37,18/05/2001,
18/05/2001,15,20,18/05/2001,
18/05/2001,16,7,18/05/2001,
18/05/2001,17,8,18/05/2001,
18/05/2001,18,1,18/05/2001,
18/05/2001,19,1,18/05/2001,
18/05/2001,20,3,18/05/2001,
18/05/2001,21,3,18/05/2001,
18/05/2001,22,1,18/05/2001,
18/05/2001,23,1,18/05/2001,
19/05/2001,1,1,19/05/2001,
19/05/2001,3,2,19/05/2001,
19/05/2001,4,3,19/05/2001,
19/05/2001,5,4,19/05/2001,
19/05/2001,6,1,19/05/2001,
19/05/2001,7,1,19/05/2001,
19/05/2001,11,1,19/05/2001,
19/05/2001,13,3,19/05/2001,
19/05/2001,15,2,19/05/2001,
19/05/2001,16,1,19/05/2001,
19/05/2001,23,3,19/05/2001,
20/05/2001,0,1,20/05/2001,
20/05/2001,2,3,20/05/2001,
20/05/2001,3,2,20/05/2001,
20/05/2001,4,2,20/05/2001,
20/05/2001,5,3,20/05/2001,
20/05/2001,6,1,20/05/2001,
20/05/2001,7,1,20/05/2001,
20/05/2001,8,1,20/05/2001,
20/05/2001,9,4,20/05/2001,
20/05/2001,12,28,20/05/2001,
20/05/2001,14,4,20/05/2001,
20/05/2001,15,3,20/05/2001,
20/05/2001,16,7,20/05/2001,
20/05/2001,17,47,20/05/2001,
20/05/2001,18,1,20/05/2001,
20/05/2001,19,2,20/05/2001,
20/05/2001,20,2,20/05/2001,
20/05/2001,23,1,20/05/2001,
21/05/2001,0,6,21/05/2001,
21/05/2001,1,32,21/05/2001,
21/05/2001,2,44,21/05/2001,
21/05/2001,3,61,21/05/2001,
21/05/2001,4,39,21/05/2001,
21/05/2001,5,21,21/05/2001,
21/05/2001,6,38,21/05/2001,
21/05/2001,7,55,21/05/2001,
21/05/2001,8,78,21/05/2001,
21/05/2001,9,73,21/05/2001,
21/05/2001,10,60,21/05/2001,
21/05/2001,11,54,21/05/2001,
21/05/2001,12,48,21/05/2001,
21/05/2001,13,41,21/05/2001,
21/05/2001,14,18,21/05/2001,
21/05/2001,15,38,21/05/2001,
21/05/2001,16,17,21/05/2001,
21/05/2001,17,29,21/05/2001,
21/05/2001,18,13,21/05/2001,
21/05/2001,19,11,21/05/2001,
21/05/2001,20,6,21/05/2001,
21/05/2001,21,5,21/05/2001,
21/05/2001,22,3,21/05/2001,
21/05/2001,23,2,21/05/2001,
22/05/2001,0,6,22/05/2001,
22/05/2001,1,21,22/05/2001,
22/05/2001,2,37,22/05/2001,
22/05/2001,3,46,22/05/2001,
22/05/2001,4,41,22/05/2001,
22/05/2001,5,59,22/05/2001,
22/05/2001,6,54,22/05/2001,
22/05/2001,7,53,22/05/2001,
22/05/2001,8,63,22/05/2001,
22/05/2001,9,66,22/05/2001,
22/05/2001,10,47,22/05/2001,
22/05/2001,11,43,22/05/2001,
22/05/2001,12,51,22/05/2001,
22/05/2001,13,33,22/05/2001,
22/05/2001,14,32,22/05/2001,
22/05/2001,15,29,22/05/2001,
22/05/2001,16,26,22/05/2001,
22/05/2001,17,43,22/05/2001,
22/05/2001,18,9,22/05/2001,
22/05/2001,19,13,22/05/2001,
22/05/2001,20,10,22/05/2001,
22/05/2001,21,5,22/05/2001,
22/05/2001,22,16,22/05/2001,
22/05/2001,23,6,22/05/2001,
23/05/2001,0,10,23/05/2001,
23/05/2001,1,22,23/05/2001,
23/05/2001,2,26,23/05/2001,
23/05/2001,3,37,23/05/2001,
23/05/2001,4,37,23/05/2001,
23/05/2001,5,40,23/05/2001,
23/05/2001,6,56,23/05/2001,
23/05/2001,7,55,23/05/2001,
23/05/2001,8,93,23/05/2001,
23/05/2001,9,62,23/05/2001,
23/05/2001,10,93,23/05/2001,
23/05/2001,11,37,23/05/2001,
23/05/2001,12,33,23/05/2001,
23/05/2001,13,45,23/05/2001,
23/05/2001,14,22,23/05/2001,
23/05/2001,15,46,23/05/2001,
23/05/2001,16,38,23/05/2001,
23/05/2001,17,11,23/05/2001,
23/05/2001,18,40,23/05/2001,
23/05/2001,19,10,23/05/2001,
23/05/2001,20,2,23/05/2001,
23/05/2001,21,3,23/05/2001,
23/05/2001,22,14,23/05/2001,
23/05/2001,23,2,23/05/2001,
24/05/2001,0,22,24/05/2001,
24/05/2001,1,29,24/05/2001,
24/05/2001,2,25,24/05/2001,
24/05/2001,3,29,24/05/2001,
24/05/2001,4,30,24/05/2001,
24/05/2001,5,30,24/05/2001,
24/05/2001,6,44,24/05/2001,
24/05/2001,7,57,24/05/2001,
24/05/2001,8,66,24/05/2001,
24/05/2001,9,87,24/05/2001,
24/05/2001,10,53,24/05/2001,
24/05/2001,11,43,24/05/2001,
24/05/2001,12,34,24/05/2001,
24/05/2001,13,39,24/05/2001,
24/05/2001,14,55,24/05/2001,
24/05/2001,15,30,24/05/2001,
24/05/2001,16,22,24/05/2001,
24/05/2001,17,8,24/05/2001,
24/05/2001,18,13,24/05/2001,
24/05/2001,19,25,24/05/2001,
24/05/2001,20,8,24/05/2001,
24/05/2001,21,3,24/05/2001,
24/05/2001,22,3,24/05/2001,
24/05/2001,23,9,24/05/2001,
25/05/2001,0,53,25/05/2001,
25/05/2001,1,29,25/05/2001,
25/05/2001,2,51,25/05/2001,
25/05/2001,3,31,25/05/2001,
25/05/2001,4,34,25/05/2001,
25/05/2001,5,30,25/05/2001,
25/05/2001,6,38,25/05/2001,
25/05/2001,7,61,25/05/2001,
25/05/2001,8,62,25/05/2001,
25/05/2001,9,46,25/05/2001,
25/05/2001,10,40,25/05/2001,
25/05/2001,11,28,25/05/2001,
25/05/2001,12,25,25/05/2001,
25/05/2001,13,24,25/05/2001,
25/05/2001,14,29,25/05/2001,
25/05/2001,15,16,25/05/2001,
25/05/2001,16,8,25/05/2001,
25/05/2001,17,10,25/05/2001,
25/05/2001,18,5,25/05/2001,
25/05/2001,19,3,25/05/2001,
25/05/2001,20,2,25/05/2001,
25/05/2001,21,4,25/05/2001,
25/05/2001,23,1,25/05/2001,
26/05/2001,0,1,26/05/2001,
26/05/2001,1,2,26/05/2001,
26/05/2001,2,3,26/05/2001,
26/05/2001,3,1,26/05/2001,
26/05/2001,4,1,26/05/2001,
26/05/2001,5,3,26/05/2001,
26/05/2001,6,1,26/05/2001,
26/05/2001,7,1,26/05/2001,
26/05/2001,8,3,26/05/2001,
26/05/2001,9,2,26/05/2001,
26/05/2001,10,1,26/05/2001,
26/05/2001,11,2,26/05/2001,
26/05/2001,12,1,26/05/2001,
26/05/2001,13,1,26/05/2001,
26/05/2001,16,1,26/05/2001,
27/05/2001,2,3,27/05/2001,
27/05/2001,3,2,27/05/2001,
27/05/2001,4,2,27/05/2001,
27/05/2001,5,2,27/05/2001,
27/05/2001,6,2,27/05/2001,
27/05/2001,8,7,27/05/2001,
27/05/2001,10,3,27/05/2001,
27/05/2001,11,1,27/05/2001,
27/05/2001,12,1,27/05/2001,
27/05/2001,13,1,27/05/2001,
27/05/2001,14,1,27/05/2001,
27/05/2001,15,1,27/05/2001,
27/05/2001,18,2,27/05/2001,
27/05/2001,19,1,27/05/2001,
27/05/2001,20,1,27/05/2001,
27/05/2001,21,2,27/05/2001,
28/05/2001,1,2,28/05/2001,
28/05/2001,2,1,28/05/2001,
28/05/2001,3,5,28/05/2001,
28/05/2001,4,4,28/05/2001,
28/05/2001,5,5,28/05/2001,
28/05/2001,6,1,28/05/2001,
28/05/2001,7,6,28/05/2001,
28/05/2001,8,1,28/05/2001,
28/05/2001,9,2,28/05/2001,
28/05/2001,10,1,28/05/2001,
28/05/2001,11,4,28/05/2001,
28/05/2001,12,2,28/05/2001,
28/05/2001,13,23,28/05/2001,
28/05/2001,14,8,28/05/2001,
